timestamp,tool_name,model_name,prompt_tokens,completion_tokens,reasoning_tokens,total_tokens,prompt_time,completion_time,queue_time,total_time
2026-02-28T23:20:59.020398,Quiz Maker (Generation),openai/gpt-oss-20b,258,1402,600,1660,0.012604953,1.424880222,0.043442786,1.437485175
2026-02-28T23:23:08.702955,Quiz Maker (Explanation),meta-llama/llama-4-maverick-17b-128e-instruct,94,210,0,304,0.001805825,0.373684348,0.243823584,0.375490173
2026-03-04T11:45:31.445969,Roadmap Creator,openai/gpt-oss-120b,3957,3500,266,7457,0.196528729,7.47818652,0.04482741,7.674715249
2026-03-04T11:49:06.978347,News Portal,openai/gpt-oss-120b,164,110,75,274,0.006550247,0.250632881,0.044622423,0.257183128
2026-03-04T11:58:23.099949,News Portal,openai/gpt-oss-120b,164,110,75,274,0.039061804,0.234147758,0.055235266,0.273209562
2026-03-05T19:37:22.613739,Mental Health Analyzer,llama-3.1-8b-instant,328,674,0,1002,0.018896494,1.087447611,0.045191556,1.106344105
2026-03-05T19:41:04.598711,Mental Health Analyzer,llama-3.1-8b-instant,326,767,0,1093,0.020297383,1.237721512,0.045056208,1.258018895
2026-03-05T19:54:29.308262,Mental Health Analyzer,llama-3.1-8b-instant,326,807,0,1133,0.020973258,1.263421557,0.044954453,1.284394815
2026-03-05T19:57:36.584425,Roadmap Creator,openai/gpt-oss-120b,595,2872,258,3467,0.030538405,6.046955871,0.045447134,6.077494276
2026-03-05T20:02:01.384281,Resume Scanner,openai/gpt-oss-120b,1988,1435,261,3423,0.102069426,3.028035405,0.047139914,3.130104831
2026-03-05T20:06:56.096577,Research Agent,openai/gpt-oss-120b,2650,1200,153,3850,0.149864103,2.540899566,0.048861816,2.690763669
2026-03-06T11:20:01.945059,Notes Assistant (Chunk 1),openai/gpt-oss-20b,1422,1806,1091,3228,0.075801202,1.8428297329999999,0.043203088,1.918630935
2026-03-06T11:20:05.690784,Notes Assistant (Final),openai/gpt-oss-120b,831,542,100,1373,0.033826951,1.166464929,0.158453779,1.20029188
2026-03-06T11:21:26.052479,Notes Assistant (Chunk 1),openai/gpt-oss-20b,1422,1156,334,2578,0.075781974,1.216859274,0.043979687,1.292641248
2026-03-06T11:21:31.040275,Notes Assistant (Final),openai/gpt-oss-120b,923,1074,68,1997,0.20118097,2.255618572,0.16607795,2.456799542
2026-03-06T11:34:30.789270,Mental Health Analyzer,llama-3.1-8b-instant,326,661,0,987,0.030069795,1.3917865919999999,0.05613531,1.421856387
2026-03-26T23:17:03.178145,Notes Assistant (Chunk 1),openai/gpt-oss-20b,2530,2048,1522,4578,0.148660502,2.33932435,0.044444115,2.487984852
2026-03-26T23:17:10.167474,Notes Assistant (Final),openai/gpt-oss-120b,644,673,223,1317,0.032565331,1.449648159,1.410959638,1.48221349
2026-03-26T23:36:59.278714,Mental Health Analyzer,llama-3.1-8b-instant,327,675,0,1002,0.024740403,1.211411277,0.046274536,1.23615168
2026-03-27T23:58:57.502115,Career Planner,openai/gpt-oss-120b,331,2435,65,2766,0.015671987,5.077642019,0.045938172,5.093314006
2026-03-28T00:01:39.512085,Career Planner,openai/gpt-oss-120b,331,2445,63,2776,0.014868919,5.147186771,0.045109531,5.16205569
2026-03-28T00:07:21.273281,Career Planner,openai/gpt-oss-120b,331,2215,154,2546,0.00395224,4.629503932,0.04604553,4.633456172
2026-03-28T00:43:13.780262,Career Planner,openai/gpt-oss-120b,1630,3072,331,4702,0.079854317,6.519301331,0.498748489,6.599155648
